CellId,Area,AspectRatio,CenterX,CenterY,Width,Height,Mean-CD298,Max-CD298,Mean-PanCK,Max-PanCK,Mean-CD45,Max-CD45,Mean-CD3,Max-CD3,Mean-DAPI,Max-DAPI
101,836,0.67,1691,70,35,52,21152,41969,756,2956,897,3010,250,700,6547,12253
102,1943,1.41,855,74,62,44,14187,34709,5712,12735,439,800,267,615,9626,13928
103,10081,1.02,1987,113,125,122,14690,40148,4576,20431,295,10774,275,879,14359,29128
104,883,1.18,284,72,40,34,9301,14882,1347,2350,468,688,198,493,14978,25201
105,1027,0.67,2920,74,33,49,19702,42750,3771,10985,443,1266,416,820,10950,17280
106,1648,0.85,3288,88,44,52,11801,27143,5916,31388,579,941,429,736,8372,15568
107,174,1.03,5247,71,32,31,4829,9026,514,777,299,490,160,311,4428,5619
108,825,0.82,813,74,32,39,13949,21282,5685,10995,533,1358,274,548,9322,13242
109,3714,1.05,1418,86,78,74,19313,43421,2012,6564,695,3682,278,731,9119,15975
110,1224,1.18,2772,77,46,39,7181,19708,10625,65223,424,805,281,614,5897,8471
111,1892,0.69,2939,78,42,61,29829,64514,5604,21154,583,1330,448,793,9583,14242
112,3264,1.04,3231,87,70,67,21931,62230,9413,42072,567,1099,414,787,10443,20216
113,8612,0.75,3743,124,101,135,21066,64569,2378,13289,479,1334,361,823,25580,45525
114,1584,0.70,4871,81,37,53,10579,24371,596,1522,533,2905,179,538,10346,23905
115,981,0.92,382,74,35,38,9270,16051,2026,13348,425,694,238,488,6729,10896
116,1489,0.88,400,92,46,52,7365,13356,1970,14364,400,699,215,517,9086,13702
117,3152,0.93,1911,98,64,69,12814,45344,4928,25828,352,945,351,970,14686,28235
118,815,1.57,327,81,44,28,6009,10217,1976,11875,386,682,221,1347,15401,20582
119,2145,0.82,1839,96,53,65,13890,28599,3183,19102,296,677,389,741,16883,23776
120,464,1.57,3780,80,33,21,21491,56477,3283,9485,496,941,383,669,23243,30803
121,2312,0.97,3928,88,56,58,18693,40348,657,6572,689,2778,268,656,5874,9245
122,1255,1.59,598,81,51,32,8483,16858,10483,27982,384,732,265,523,10687,18335
123,2383,0.78,3998,97,51,65,17091,42340,439,955,2040,4919,445,1043,12216,25426
124,5867,0.80,4347,105,79,99,18186,50926,338,1456,2557,10670,317,2032,20855,65504
125,4002,1.06,2713,97,76,72,10505,22669,8953,35528,464,1163,453,958,11770,19937
126,1994,1.29,3416,88,62,48,15748,49777,4696,15920,574,917,353,852,12089,21478
127,2133,0.95,3794,94,55,58,24034,64539,6270,25471,466,1108,347,751,14438,31262
128,751,0.83,4210,85,34,41,7434,11051,21,185,80,341,106,576,5563,9399
129,3327,1.01,255,100,68,67,8558,24135,1968,11950,527,853,201,490,15611,26209
130,584,3.76,2859,84,64,17,10866,25109,4862,19702,452,836,458,965,19035,25072
131,1076,1.20,2905,90,48,40,25720,55023,4532,12721,509,911,475,837,14301,21663
132,1331,1.02,3452,88,43,42,13755,30268,5671,14524,651,970,315,617,8026,15297
133,299,0.83,4194,88,20,24,7319,11151,2,128,59,339,157,546,7906,10287
134,956,1.10,4618,86,34,31,14442,26880,311,547,671,2346,143,573,5093,8085
135,540,1.06,5235,89,37,35,5966,8825,980,2360,261,502,152,408,7057,11077
136,2637,1.05,3608,93,65,62,28268,64198,6531,30179,540,945,470,929,12868,26252
137,883,1.40,346,93,42,30,6671,11554,3950,35214,334,746,244,522,14742,18695
138,1752,1.80,927,96,72,40,14873,32424,6666,12173,414,878,290,785,10415,13900
139,2847,1.09,1340,106,70,64,6083,13584,1539,8254,510,1169,299,695,10122,16688
140,1898,0.98,2462,90,50,51,14837,26687,11566,53268,471,867,417,819,10121,20743
141,1038,0.62,2485,96,29,47,9266,15373,5771,27218,496,822,402,744,11851,19618
142,1267,0.84,2621,89,43,51,13228,24047,10006,57892,718,2743,542,1105,7648,13996
143,2128,1.15,2989,94,60,52,26644,64390,8271,21408,520,1077,422,885,11911,19613
144,1314,0.92,634,95,44,48,13197,35458,8691,26009,442,1018,285,494,9419,15704
145,1555,1.09,4053,100,51,47,22487,47068,515,976,1058,2059,358,787,7838,15779
146,479,0.67,425,97,22,33,10306,16640,2878,7332,441,776,222,427,11942,14232
147,1958,0.91,539,100,53,58,12361,18901,5493,27954,586,1302,274,597,7961,13737
148,1617,0.77,3310,106,43,56,14565,29447,8416,28929,561,962,402,1136,10757,16109
149,734,0.65,4180,94,24,37,12617,21051,10,307,235,936,172,491,6453,13381
150,1837,0.55,1388,115,42,77,7764,21633,1121,4165,933,6337,306,998,12935,20402
151,2010,1.49,2213,100,70,47,9639,29382,3342,14500,559,1934,388,868,15950,32167
152,3245,0.64,3640,119,57,89,26106,64555,4013,23523,470,907,427,856,19316,29530
153,1847,1.40,4757,102,63,45,14067,42024,324,845,952,2346,384,925,9604,18459
154,2343,0.98,5027,106,56,57,6591,17039,670,3846,204,449,146,573,8121,19066
155,3525,0.88,137,115,64,73,4764,17199,1405,4735,471,982,163,3138,12421,26610
156,5221,0.68,1213,124,67,99,9158,29124,5461,49999,451,930,304,685,11335,20479
157,2172,0.90,2853,105,57,63,12320,36431,4139,26372,508,847,473,919,14351,24416
158,2524,1.83,461,107,84,46,7845,19207,2706,12311,469,830,236,528,14987,22492
159,1151,0.88,2249,104,43,49,12631,25588,4025,10325,539,1551,416,890,9704,26791
160,4895,0.89,3370,117,77,87,15057,62805,5764,27383,480,882,396,1118,10638,18689
161,1608,1.02,297,112,47,46,4425,11644,1484,4655,477,864,188,2005,16256,27950
162,2267,1.86,867,105,82,44,13720,33795,6301,28933,374,758,241,614,8080,13042
163,1754,0.98,2663,107,55,56,13586,26842,11183,49465,331,883,468,857,10094,16972
164,2619,0.92,2760,113,55,60,11344,41321,6692,27098,459,879,402,799,12073,20631
165,680,0.82,618,105,28,34,9145,18734,12630,34976,410,666,278,511,12276,16420
166,10306,0.95,2165,139,127,134,15305,58258,3780,44608,506,1175,372,1083,10842,23287
167,565,1.25,2505,106,40,32,10396,17298,4038,16296,500,854,414,883,11065,19098
168,418,1.04,4198,104,26,25,6065,8798,12,147,102,375,194,611,9253,13246
169,474,0.61,105,103,20,33,2574,5555,704,1371,561,755,104,371,10787,17959
170,1242,1.02,3432,108,44,43,10528,18332,5736,19584,645,1064,291,591,8231,14136
171,1649,1.62,2577,107,68,42,12935,27321,8271,24879,575,886,428,759,7213,12185
172,579,1.32,2895,107,33,25,27118,55803,3608,8140,537,960,508,1029,13192,17567
173,3726,1.05,3016,123,77,73,15890,44698,6360,33883,528,1111,415,1495,10857,22742
174,2309,0.80,4646,124,49,61,20240,35158,438,828,529,1405,247,538,14671,31964
175,2277,0.70,198,119,43,61,12183,29935,2663,7509,563,1792,214,3652,11932,23641
176,3481,0.97,355,126,66,68,5985,17733,2530,8548,523,879,233,498,14656,22379
177,2127,0.71,566,122,49,69,6742,13471,13549,37376,554,1266,279,638,10138,16391
178,2183,1.14,1104,120,64,56,13303,40409,3878,14178,531,1955,231,568,9059,14224
179,763,0.76,1866,116,32,42,16916,26174,4562,11674,119,590,351,659,15763,22121
180,2185,1.28,79,115,60,47,3314,7755,828,2753,601,1348,105,2119,12196,23769
181,1884,0.69,2827,118,43,62,13182,23020,4381,14786,376,873,367,781,9032,19813
182,3268,1.14,3481,127,82,72,15165,36076,4528,18367,606,1001,336,742,10898,21929
183,5763,1.28,3559,121,100,78,30255,64585,9523,62062,563,2838,390,841,13630,24767
184,808,0.85,912,119,33,39,11823,22143,3882,10815,454,775,261,453,12818,16974
185,3208,0.92,1035,132,69,75,11320,40017,1752,10383,343,788,210,609,11040,20183
186,1658,0.68,402,129,39,57,9146,29029,2881,16122,469,821,242,557,11931,16674
187,1477,0.71,588,128,41,58,6673,12185,7591,27951,369,763,281,557,12793,18143
188,3593,1.36,695,126,83,61,11509,26839,5996,28063,460,906,220,597,11003,21603
189,1309,0.90,1412,125,43,48,11582,32429,1282,4405,725,2407,300,552,10673,17555
190,5004,0.83,3080,138,72,87,24510,64500,11475,65260,638,3296,383,883,9266,19012
191,1876,0.93,3977,127,52,56,25088,64541,539,1529,1612,4967,419,1289,8866,18167
192,1036,1.14,4172,120,41,36,6789,12582,39,352,189,448,223,815,10027,17965
193,1097,1.31,480,129,46,35,8170,16684,2544,8275,457,704,226,484,14678,22057
194,4634,1.55,2532,137,99,64,7838,23390,3623,17854,514,1067,435,915,11598,18747
195,4437,1.56,2318,136,98,63,14842,40697,6987,49656,600,1031,392,1006,11835,21909
196,869,1.50,4034,122,51,34,28952,58577,585,999,995,2414,409,822,12021,19580
197,1357,1.09,4737,122,51,47,13770,33288,512,2222,556,1305,255,872,7069,11955
198,2731,1.16,774,134,66,57,13349,34517,6023,30530,576,1210,254,716,8213,14504
199,422,0.74,933,129,25,34,11376,18813,2584,5704,414,643,261,498,14094,17327
200,1176,0.94,2037,135,48,51,12539,26983,2657,6975,282,757,319,599,9532,17299
201,2194,0.74,1074,146,52,70,9444,41346,1795,8703,422,830,274,788,14417,23403
202,2008,1.58,870,134,68,43,10939,23420,5766,23476,417,982,203,484,8114,12740
203,2734,1.14,949,150,73,64,14221,33313,4814,24454,457,866,270,753,14208,22812
204,1530,1.64,1899,128,59,36,20484,37627,7447,17308,19,439,161,597,9133,19917
205,2541,0.95,2903,135,55,58,32763,64498,6537,20580,537,1074,466,843,10108,19164
206,694,0.60,4386,133,21,35,10813,29352,311,596,696,2760,179,511,7470,13458
207,1555,0.94,4858,128,47,50,17973,36708,350,738,2123,4869,97,438,10981,30205
208,1524,0.96,235,138,48,50,5353,12585,1642,6114,464,785,215,477,10213,18002
209,1821,0.76,2977,133,42,55,27544,64456,6050,20312,570,1251,438,950,9341,16424
210,4428,1.10,3294,144,85,77,18280,42327,6895,28840,472,904,398,786,10208,20247
211,5565,1.35,1833,149,119,88,15012,33720,2601,19622,256,1827,295,737,13035,22476
212,4028,0.73,3179,151,64,88,20788,64461,16526,62673,518,982,474,1129,11095,20780
213,1449,1.48,296,136,49,33,6450,12878,2855,10522,552,800,174,406,9822,21509
214,2440,1.51,2433,137,68,45,13072,24414,18547,65224,326,932,435,825,8728,18221
215,413,0.78,216,136,21,27,6113,9216,2047,4847,509,705,141,380,10716,14049
216,1174,1.10,629,138,44,40,9660,13954,9558,20314,429,983,234,501,10956,17961
217,3802,1.10,1298,155,80,73,8544,29464,1734,10534,488,927,249,567,12987,17814
218,2013,1.28,1522,141,68,53,17418,36592,404,1179,479,1539,206,521,6169,12264
219,1707,0.79,1706,140,46,58,23069,64411,380,1161,516,3598,293,740,5587,12727
220,1278,1.18,3209,140,46,39,22503,64477,12206,32919,552,1081,493,901,9963,18473
221,1360,1.28,4026,136,50,39,26989,49077,580,1022,804,1777,355,681,7550,16212
222,1084,0.83,4943,148,35,42,4843,8592,426,5447,450,10199,150,783,6252,9462
223,907,0.76,5121,147,28,37,2436,3854,659,1263,249,2015,199,436,7108,11427
224,3913,1.04,442,164,77,74,8097,25665,2930,11443,514,1045,236,605,13617,22323
225,1416,0.81,1457,142,43,53,25745,42870,577,1251,980,2664,355,842,9519,18772
226,4857,1.59,2629,154,110,69,14287,30377,7489,65161,533,2664,462,1517,10742,19392
227,824,1.30,3683,143,43,33,29139,64535,1335,6176,518,1093,422,857,24888,35863
228,1126,1.68,5326,138,52,31,6142,12831,179,729,520,1303,222,628,9559,23417
229,1467,1.81,1351,144,65,36,7406,12904,1594,8040,595,1212,262,641,11901,16158
230,936,0.86,907,143,32,37,12253,21310,6103,14848,407,679,256,562,9004,16270
231,345,0.92,1107,144,23,25,9969,26823,5146,14232,502,745,261,440,12394,16472
232,2073,0.87,2266,149,52,60,14120,27951,4712,14726,656,1263,403,802,7488,14629
233,749,1.09,499,146,37,34,8870,15510,3019,7157,518,951,221,400,12714,21125
234,1406,1.26,151,156,48,38,8215,17932,1172,1927,494,849,150,342,14960,25281
235,979,0.76,3459,150,32,42,14337,51298,3233,10307,645,1076,338,640,8977,16253
236,2075,0.78,4590,162,50,64,18609,44568,369,784,2965,11863,316,1006,7451,16893
237,463,1.40,4795,147,28,20,8316,17839,326,789,296,492,135,324,5463,7537
238,2376,1.13,676,160,60,53,11607,27707,9872,37132,381,891,248,607,9663,15432
239,3435,1.09,1126,169,75,69,12726,59958,6629,27842,559,1423,271,641,10892,18200
240,1488,1.86,3662,160,67,36,25698,64563,2571,23013,512,1133,380,804,21745,30469
241,983,0.79,4513,155,30,38,9162,22185,353,1106,1362,4894,185,805,10603,21471
242,2386,0.41,4659,175,37,90,21411,55422,485,1156,475,1659,154,495,9884,21697
243,2065,0.78,4711,159,45,58,14169,36764,493,5818,683,13107,203,1499,8419,19897
244,2506,0.73,613,171,55,75,10829,24234,4771,21238,357,776,227,550,12624,20900
245,1891,0.89,1441,161,57,64,19681,38434,723,4347,905,9571,272,1009,10625,20495
246,2294,1.65,2753,157,71,43,22248,46795,10846,34362,607,1517,439,1002,10402,14615
247,1602,1.21,3491,159,57,47,15409,32877,3360,13241,710,1595,356,828,14689,27389
248,1440,0.85,4638,159,39,46,29240,51580,532,940,2143,15130,324,991,14904,33191
249,938,0.71,974,164,35,49,13514,23599,5761,37078,496,876,324,836,12883,20592
250,3025,0.81,2352,169,60,74,14936,35119,4619,13847,581,1441,433,865,11140,22299
251,1737,0.93,2446,166,54,58,13302,26214,4735,16213,506,877,471,1037,11314,17396
252,1530,1.36,88,162,61,45,2972,12429,785,1786,625,869,97,341,7975,14125
253,1349,0.96,2496,168,44,46,10178,20440,3078,12151,426,804,458,1075,13081,17736
254,281,1.94,3215,154,31,16,17477,29245,12897,33422,459,704,508,851,12972,18323
255,1287,0.83,1376,169,35,42,6261,13194,1712,7978,507,948,317,740,10839,17390
256,1151,1.38,1800,168,44,32,12981,34026,453,1516,320,4472,189,545,12593,19779
257,2626,1.39,2309,176,78,56,13363,32647,3518,15811,487,889,398,847,12231,21821
258,4517,1.04,203,181,80,77,4967,15731,1044,4333,409,1065,149,1464,17966,33519
259,1066,0.95,383,167,40,42,8778,16699,3627,13134,579,912,244,549,7453,12883
260,854,1.03,1252,166,38,37,8930,16330,2127,6175,415,729,278,607,12925,18505
261,3669,1.74,2041,172,92,53,15096,30318,3519,16685,362,811,352,752,13486,21317
262,1804,0.71,3034,172,47,66,23760,59986,5581,16580,561,938,444,902,9757,16668
263,1959,0.88,4761,171,51,58,13893,36733,380,3019,478,1882,188,563,13467,32106
264,3284,1.49,502,177,85,57,8570,24530,3244,28648,492,1078,242,712,15605,22853
265,1927,1.04,3215,169,51,49,27791,57052,13336,53926,460,1920,435,1157,10358,20152
266,5488,1.17,831,185,104,89,10213,33495,5217,41454,465,884,228,562,11339,20263
267,539,1.08,1345,169,27,25,7381,12679,3228,10495,529,843,294,510,8513,13048
268,1968,0.77,1406,180,46,60,8845,29322,1697,7124,561,2549,368,755,10125,17287
269,1247,1.43,2556,170,53,37,10753,22184,5204,15500,501,996,374,768,8118,12160
270,743,0.68,5310,175,25,37,5786,10815,269,592,230,400,133,474,8026,12826
271,4039,0.89,730,187,70,79,10156,27556,5955,36166,410,1344,248,561,10878,17469
272,1851,0.94,1050,180,51,54,12228,24365,3756,11855,515,802,224,514,8423,12476
273,803,0.62,4286,171,23,37,10001,28999,281,669,1148,5221,268,1033,11095,22760
274,950,1.10,4314,173,46,42,12378,54163,376,1089,698,3804,152,463,5720,10319
275,1463,0.90,5386,170,44,49,10579,18556,365,1335,2923,8945,453,1066,8198,19975
276,2982,0.91,582,189,67,74,10035,33486,4543,25427,483,836,264,633,12816,20907
277,1298,0.78,994,177,38,49,16591,27035,4532,12688,483,810,262,581,9707,20198
278,1868,0.90,1887,178,53,59,21796,38896,2138,6288,90,511,202,784,9980,19261
279,752,1.59,4931,175,43,27,7240,14108,870,2385,349,598,205,411,7791,15307
280,1150,0.86,2081,184,38,44,17255,37409,3386,19352,218,737,364,864,12065,21342
281,2241,1.14,3714,189,64,56,25388,64528,2131,9010,569,1016,299,885,15256,27037
282,1514,0.61,4263,176,34,56,16777,39813,424,837,2077,5543,1238,5006,12627,34127
283,1550,1.00,146,190,48,48,4160,13510,1251,3364,706,2457,159,924,8481,14518
284,2850,1.58,337,186,79,50,6763,15195,3278,12843,638,938,168,522,9386,18433
285,4373,1.05,1090,204,86,82,11144,32203,6190,44306,519,1012,273,2308,10696,16786
286,797,0.78,1230,180,31,40,7444,13542,1550,4348,462,809,292,569,16248,22072
287,2816,1.56,1623,178,78,50,21921,63874,434,969,342,737,265,748,8444,17850
288,2459,0.81,2587,196,57,70,14298,33040,5238,24515,493,1004,444,900,14243,23086
289,1390,1.20,2694,178,49,41,21937,43518,6427,39009,715,2221,343,686,9948,17824
290,5084,1.40,2994,198,102,73,17974,62260,5444,51898,551,1019,418,847,14460,28161
291,1150,0.64,2468,188,37,58,12904,27874,4039,19854,548,876,461,846,12723,18818
292,780,1.06,2517,185,36,34,11836,25257,3037,8849,378,708,413,736,9751,15462
293,890,0.97,3674,181,36,37,33802,64562,1434,3321,535,977,326,811,22012,28496
294,748,0.91,1205,184,32,35,9715,15856,2394,6250,457,773,289,541,8961,16808
295,286,0.92,1248,180,22,24,7105,9533,2569,6516,442,815,293,524,14175,18897
296,1220,1.05,2660,192,45,43,13875,31268,1518,4062,456,871,478,856,16443,23831
297,1897,1.08,3867,182,57,53,21683,40222,516,846,1916,4103,429,1336,7542,19629
298,1168,0.65,4792,187,30,46,13190,26762,395,2424,462,3152,161,561,10015,21921
299,321,1.15,67,190,30,26,1406,4678,451,911,450,863,86,1227,4792,6244
300,2088,0.81,3648,189,47,58,30739,64568,3153,13259,607,1061,298,723,13746,26003
301,388,0.77,107,186,20,26,4673,9952,884,1242,640,866,86,272,6074,7664
302,1626,0.85,550,200,47,55,8000,29037,2471,10049,361,749,245,588,16228,21436
303,559,1.60,947,184,40,25,13417,21594,8263,25360,479,764,320,2426,12763,16186
304,3473,0.68,4037,197,53,78,31722,59745,561,1102,536,1227,335,895,8385,18720
305,1501,0.65,2720,191,37,57,29510,56821,6917,20716,733,3668,453,878,11264,17896
306,996,1.03,4208,189,38,37,7962,13913,224,527,331,592,175,688,6627,12863
307,2893,0.65,25,208,48,74,3331,12215,614,2494,595,1009,78,341,6343,13620
308,3724,1.03,283,211,71,69,4195,11217,1018,5375,593,921,161,464,14874,26747
309,673,1.03,967,194,34,33,12693,22667,7274,35262,519,805,209,666,14641,18209
310,3200,1.20,2770,197,72,60,24747,42074,6723,31905,777,2409,469,879,11759,19984
311,1078,0.80,4981,193,35,44,6508,13816,815,3252,319,961,164,438,6991,16460
312,5729,0.84,907,215,78,93,9483,22359,4641,25488,497,888,259,753,12375,19989
313,3900,0.82,3385,205,65,79,20627,54840,5062,22475,490,1098,339,817,13842,29927
