CellId,Area,AspectRatio,CenterX,CenterY,Width,Height,Mean-CD298,Max-CD298,Mean-PanCK,Max-PanCK,Mean-CD45,Max-CD45,Mean-CD3,Max-CD3,Mean-DAPI,Max-DAPI
77,4469,0.61,5244,69,68,112,16959,43393,3032,13251,391,762,392,748,19127,31453
78,1691,0.67,5277,48,41,61,25746,46293,3933,13356,395,769,406,766,20133,32775
79,630,1.38,580,39,36,26,25517,61025,3980,13169,782,1276,280,518,20323,28925
80,999,0.64,1145,44,38,59,20304,44258,565,2547,583,1102,455,907,10216,19289
81,1228,1.04,2037,44,48,46,25345,42738,561,830,2150,4595,2088,7813,21317,34792
82,2071,0.83,3159,45,49,59,27773,64511,7852,25205,646,976,490,1273,17324,26317
83,2006,1.02,1431,47,66,65,22934,49054,464,827,1480,2967,2530,4987,17281,37315
84,6031,0.61,3131,78,73,119,28405,64606,6236,31215,481,1105,321,907,18333,32966
85,332,0.64,3621,43,21,33,21637,28067,1902,4399,543,794,459,759,21708,29531
86,864,0.97,3637,38,32,33,21195,46660,2756,9596,592,892,452,834,17397,26753
87,784,0.77,3665,41,30,39,31615,56166,7192,15800,518,888,424,889,18847,26272
88,1722,1.02,5416,47,53,52,16480,36958,8567,23066,528,874,539,1095,10875,18328
89,1092,2.07,2332,41,58,28,20604,41809,429,808,1785,6052,838,1654,13327,23765
90,2157,0.98,2745,57,53,54,18604,61973,4293,27113,589,1076,389,1068,17859,29141
91,5474,0.63,3213,72,65,104,41105,64574,7635,41006,659,1161,524,1213,25967,57315
92,978,1.08,3804,47,42,39,21907,52253,9563,24502,607,1014,550,919,16477,22588
93,1921,0.98,4243,48,54,55,34174,64584,1439,8327,1194,3287,2917,6740,15677,39913
94,594,1.58,4293,45,38,24,28397,64551,608,1278,1263,3082,4732,7963,15889,25333
95,1286,0.76,435,53,39,51,14890,34493,5035,11366,395,861,260,486,18097,27140
96,775,0.82,1398,44,32,39,21639,44852,436,781,1536,4260,1587,3354,13382,21423
97,8276,0.92,2485,84,107,116,34304,64525,7109,34649,545,2028,517,1229,25927,49314
98,743,1.06,3679,45,34,32,33913,64315,7515,21280,405,795,368,882,17438,29877
99,715,0.97,4767,45,31,32,14371,24463,551,877,1223,2732,6261,13346,11519,16684
100,4669,0.91,203,78,93,102,16257,53897,2682,14662,530,927,255,721,26255,40674
101,983,0.81,2017,50,34,42,28217,40268,614,890,3235,10374,760,2025,18629,33516
102,5963,1.13,2604,74,104,92,29072,64537,4083,24133,642,1330,480,1779,21235,35747
103,1570,1.25,2844,58,60,48,12437,25858,2921,10462,506,871,367,769,18402,26279
104,4582,0.66,3024,77,73,110,27886,64560,5197,38428,570,1058,418,807,17137,32644
105,716,1.16,466,51,36,31,14676,28037,4331,12681,707,6827,281,557,13437,17247
106,1466,0.71,1315,55,39,55,12702,25946,339,577,1076,3051,3600,8846,17112,39499
107,1363,0.96,530,61,43,45,15593,31348,2365,8379,575,1006,296,570,17003,26171
108,1870,1.17,567,71,54,46,16864,39937,3474,10768,1665,4558,299,615,17160,25114
109,1258,2.13,5001,52,64,30,18339,35344,589,929,765,5337,621,1314,12185,24160
110,4452,1.14,385,74,89,78,13363,39231,5250,26543,517,1120,342,895,13658,24719
111,2570,0.74,2189,67,58,78,39203,64482,699,1273,602,1900,478,973,11649,27622
112,2015,1.23,148,71,59,48,12503,27864,1577,5729,624,1132,234,501,19184,30283
113,1541,1.48,1362,67,74,50,21698,48061,479,829,1148,4579,936,2984,17264,29179
114,1432,1.36,1626,61,57,42,16097,30172,361,666,1094,2254,367,746,15182,28245
115,893,1.00,1659,56,36,36,18343,28909,420,894,1066,2150,506,1687,14699,20509
116,755,1.03,1793,57,30,29,11836,16035,280,512,733,2409,1555,5643,13247,31027
117,1681,1.06,2241,59,53,50,28612,57985,665,8595,1667,13898,421,1409,10444,21098
118,2732,1.13,3322,69,72,64,39758,64514,3371,15954,520,883,520,1047,20325,32461
119,1411,1.06,1462,59,50,47,27405,62865,508,1089,1120,2636,756,2934,17112,34444
120,1654,0.83,2071,62,43,52,32937,56044,612,1039,3038,6490,2527,8253,23672,46919
121,3553,1.11,3630,74,71,64,18858,50901,3269,13540,561,930,440,914,25063,43425
122,1412,0.94,5102,59,49,52,28594,48018,1097,2789,523,1735,421,1388,9616,22002
123,1555,0.88,3683,60,42,48,35438,60223,6597,24922,646,1005,424,879,18674,30852
124,1452,1.09,4288,62,51,47,31247,64488,712,6321,1317,2943,2765,6160,11634,26230
125,1165,1.83,4456,58,53,29,19656,45306,463,875,969,8978,1104,3412,14928,27426
126,2469,0.84,5376,67,56,67,13190,39944,11759,31300,350,784,403,956,13193,19715
127,1814,0.81,2532,61,43,53,36515,62126,7859,52090,454,943,462,779,14215,26537
128,854,0.89,2782,63,32,36,19205,44157,4495,13368,668,1029,363,743,14110,26845
129,731,1.13,4806,59,34,30,16124,49966,595,1084,1579,2744,5059,8007,15895,24388
130,1522,1.60,1557,63,56,35,28089,55800,439,912,631,1770,435,885,11038,21524
131,3426,1.03,627,80,69,67,14511,38497,6703,39737,661,1199,299,610,13407,23536
132,1668,1.54,1962,63,57,37,23831,54251,477,934,2729,8072,3020,6768,15830,31596
133,5005,1.11,3297,102,94,85,38925,64548,5691,21770,566,1095,546,1040,34587,55837
134,1114,1.96,4403,66,53,27,17184,30206,822,2194,905,3231,678,1674,15507,24862
135,1991,0.78,1006,75,46,59,21516,49882,573,1013,1503,4441,2185,3952,17803,36200
136,623,1.04,3593,67,29,28,15076,23109,1962,4075,628,983,367,673,20480,27133
137,2489,1.04,4008,85,59,57,25156,51018,14463,49848,588,1098,601,1126,31418,45002
138,1664,0.80,1046,73,48,60,35680,64682,806,2412,2473,10591,1247,2783,20716,41401
139,2892,1.58,1665,80,82,52,17358,53250,300,686,647,2498,520,1498,21317,43189
140,2323,0.82,2155,75,50,61,33790,64483,588,1305,774,3805,625,2191,17488,33720
141,1629,2.09,2317,68,73,35,26307,46974,534,870,878,2173,661,1631,18015,35282
142,1586,1.43,4778,71,57,40,15315,49297,561,969,1358,2906,4944,10638,18239,38241
143,1093,0.63,289,83,31,49,7650,18758,1301,3261,604,893,285,685,19998,28878
144,3643,1.06,1753,89,75,71,17663,50022,446,4683,1050,10417,437,913,14764,33090
145,1191,0.90,3828,81,45,50,18305,44439,5207,24928,575,1045,551,821,25753,31624
146,4067,1.23,477,89,87,71,13944,40811,4811,26147,600,10671,283,879,12452,21100
147,670,0.87,1292,71,33,38,14299,25915,439,2695,1463,7896,5122,8839,16082,31400
148,965,1.53,3874,78,52,34,16103,31638,5099,12924,572,1002,506,970,19854,30091
149,1116,1.90,4513,71,55,29,23672,42340,330,798,1341,4225,443,970,17964,32094
150,2055,1.11,2654,82,60,54,26730,48871,4594,21591,541,891,468,938,22248,36839
151,2694,0.88,2844,99,63,72,13038,24454,3654,13114,500,3371,355,704,15300,22839
152,7289,0.94,3782,107,103,109,27036,64575,6550,22110,700,1944,612,1791,22451,40913
153,2950,0.74,98,96,62,84,14527,41103,5530,24602,533,1779,275,555,15856,26185
154,269,0.91,3791,78,30,33,32113,46030,10043,20613,653,954,663,924,20400,28155
155,971,1.47,5050,74,47,32,20269,49766,686,1104,458,1824,476,1698,11823,21342
156,1309,0.62,5459,83,33,53,18003,56251,5808,18355,412,691,382,628,14259,22478
157,1620,1.40,743,82,56,40,12574,25358,6546,28649,761,1507,274,756,17025,32037
158,1149,0.98,1275,86,42,43,13293,27035,479,1132,1402,3141,4343,8521,20342,33373
159,1522,1.04,1495,80,53,51,30400,56731,491,991,5133,17733,646,1322,18684,42773
160,2530,0.71,2742,97,51,72,17254,60875,4100,24343,545,1228,375,886,21387,34291
161,2239,0.87,2774,98,46,53,11615,29212,3299,15726,621,1612,343,803,22927,35032
162,1520,1.36,4561,81,53,39,22859,42628,363,710,446,2323,375,765,14764,25977
163,960,1.40,311,85,42,30,18314,35026,5069,18603,603,863,283,587,12879,20767
164,2904,0.87,3366,94,61,70,35158,64521,2932,16290,453,927,486,1049,21536,33550
165,3534,0.40,3720,109,44,111,26456,51474,9037,25551,671,12551,579,1203,18616,35296
166,1619,1.40,4832,86,73,52,17086,40720,559,819,537,1528,645,3956,12189,21678
167,1984,1.04,2355,84,53,51,26708,47997,1419,6114,1383,3730,1211,2964,20743,43716
168,4399,1.26,3563,98,93,74,18754,63076,3565,15556,610,13876,413,1633,19194,28177
169,1314,1.66,4451,82,53,32,21579,44489,2773,12624,2053,9877,1702,3762,16287,29350
170,2112,1.14,5316,93,58,51,18618,40262,4755,17042,403,681,438,880,17185,29982
171,818,1.20,2326,86,36,30,26122,54721,634,1126,1312,2643,636,1143,16037,29162
172,556,0.73,2628,91,27,37,18739,34322,2292,5253,476,717,454,1318,28195,33551
173,790,1.08,2992,86,39,36,22739,52288,2082,5613,496,887,411,791,19443,30951
174,998,1.00,3168,94,36,36,33981,64513,5810,12973,863,1213,493,768,17939,27439
175,2396,1.72,164,101,79,46,13135,31152,1731,5805,566,1455,282,769,30757,48385
176,1615,1.69,1104,90,66,39,29398,64649,630,1102,867,2335,1295,4159,16746,37339
177,1573,1.08,1902,95,57,53,19272,44374,497,6329,1882,15406,2946,5364,10290,24725
178,1003,1.05,1986,88,40,38,21260,41112,472,811,3267,9035,721,1852,10501,14882
179,2126,1.09,3859,104,62,57,15178,37347,6025,19623,653,1036,546,2246,22548,31548
180,1877,1.32,4505,90,58,44,25727,57820,1651,13401,1282,6153,535,1738,16321,33947
181,1289,0.87,5202,88,40,46,25593,55925,5680,13276,453,1290,515,999,13594,20002
182,1558,1.43,1355,90,63,44,19134,40045,470,857,845,2436,488,865,17392,35528
183,1765,0.66,2447,96,39,59,40883,64413,15517,42239,603,1054,581,1175,27958,43750
184,1562,1.00,4728,91,49,49,12636,25356,463,838,1076,2896,6070,9401,17482,36590
185,2289,0.80,541,106,49,61,16063,42882,3916,31950,624,1212,270,1339,14517,25101
186,767,1.23,579,93,37,30,11576,24469,1964,11149,840,1917,289,623,20497,28138
187,1204,1.31,5400,93,55,42,14160,27685,16546,40795,461,748,399,635,12239,19791
188,499,1.03,250,93,30,29,9893,17113,1759,4172,595,854,293,521,21696,28084
189,2414,1.51,1540,106,74,49,17370,33626,221,3278,943,8178,707,4024,19505,37650
190,1280,1.08,4590,93,42,39,21429,44648,601,4635,830,2740,399,766,11276,20197
191,1524,1.20,4693,99,59,49,17598,36690,516,817,582,1932,4088,11929,14324,26354
192,811,0.97,4910,92,35,36,22206,52455,804,2797,648,5560,930,3982,11351,23245
193,1949,1.46,4940,96,60,41,19954,42654,1271,5814,948,2168,2886,6729,17314,35816
194,847,0.53,5216,96,26,49,19980,39276,4773,9725,589,9251,489,1262,13100,17982
195,2177,0.65,2659,117,43,66,17655,32938,3527,8613,630,1661,490,1001,28169,33764
196,3226,0.63,2693,116,54,86,19207,50933,3405,11895,611,1396,422,790,17385,29782
197,5537,0.89,3899,125,90,101,15552,46411,3639,19217,777,3272,361,1439,21802,34408
198,2170,1.02,4643,101,56,55,24434,44552,658,1331,1318,4896,2878,10345,20742,41679
199,4207,0.98,2983,124,79,81,25948,64558,3728,18042,610,1427,476,6011,16825,29534
200,256,1.07,778,104,31,29,10439,25806,2817,6180,697,1057,442,926,6207,12460
201,2751,1.28,891,104,69,54,31003,55417,665,1146,3190,8134,1063,2109,14408,33574
202,2136,1.55,2086,99,68,44,31537,53749,624,1112,2109,5272,914,2449,14805,30550
203,3045,0.56,3253,128,48,85,35105,64526,8346,24786,608,982,551,1159,27746,42625
204,590,1.17,4853,101,35,30,18093,35373,729,1420,2649,8468,820,2264,10039,22351
205,1433,1.71,5040,102,58,34,22352,47090,1486,5736,649,1535,489,1024,15308,26561
206,953,0.61,5285,108,28,46,20001,36242,3617,10592,459,673,447,684,16291,24230
207,459,1.23,313,103,27,22,15157,28737,2811,7621,589,875,269,442,20401,25641
208,1791,1.15,1110,110,60,52,24622,54087,564,896,1480,3567,3562,6024,19056,33653
209,753,0.94,1243,105,33,35,17885,38199,425,736,1844,4907,800,2597,9612,16247
210,1340,0.89,2561,114,47,53,25909,50818,3250,9505,680,1292,429,882,20329,29196
211,830,1.10,4785,106,44,40,15199,30938,545,1302,408,983,659,1581,9730,14504
212,403,1.57,4837,105,33,21,13780,23858,736,2069,1345,6584,898,2313,15999,20886
213,3516,0.74,73,128,68,92,14827,38852,9791,30354,452,832,377,1162,16624,28944
214,1030,1.00,271,113,43,43,12300,31641,2723,10212,578,882,294,562,19382,29258
215,595,0.93,608,106,27,29,10685,17594,3186,7699,606,845,341,565,11100,15662
216,1622,0.96,328,120,49,51,20267,40588,6668,23526,590,971,293,603,18480,34919
217,590,0.79,2615,117,30,38,22571,43113,2693,7377,475,716,452,839,24777,30579
218,3828,1.07,2905,127,77,72,22460,63795,6123,30289,476,1061,416,1081,15661,26763
219,570,0.40,565,119,17,43,16121,36982,5010,21170,639,943,287,584,13305,22622
220,2444,1.47,1292,118,72,49,19793,56322,470,920,1269,8413,711,2064,20797,38494
221,1851,1.24,3166,116,51,41,38425,64447,5787,16168,554,1020,360,764,14466,20602
222,5627,1.25,4071,127,104,83,18000,54241,16071,54046,593,1377,558,1095,18347,30096
223,1815,1.15,5177,110,53,46,33722,64677,10005,23492,599,943,674,1246,16623,28111
224,2944,0.84,5249,139,57,68,22902,64754,3960,16575,479,816,432,1065,21668,34591
225,4231,0.99,3671,129,74,75,24388,59125,4099,18344,485,988,450,933,22927,35950
226,1640,1.26,4458,121,53,42,25530,64471,9720,22024,703,3092,562,1059,16181,32377
227,567,0.46,576,123,21,46,13180,32849,6705,58907,633,1403,302,577,16031,24251
228,827,0.71,1387,118,29,41,21072,38513,437,779,1740,4517,760,1239,13977,22192
229,1139,1.53,2265,116,49,32,32959,64399,676,1083,2296,16961,901,2523,15334,25409
230,1814,1.49,3612,126,64,43,20451,49191,2564,7237,580,951,470,974,30279,39930
231,2491,0.81,4377,129,57,70,37503,64463,8739,22496,429,892,563,1066,18208,33760
232,1843,1.04,1828,121,56,54,23759,49946,488,866,4057,9956,2300,6739,16101,36291
233,685,0.60,2870,120,24,40,20027,43797,7779,23404,1045,24253,380,1903,12743,18632
234,753,1.57,4668,119,44,28,17578,37386,639,1052,854,1779,7708,12087,20820,31945
235,1415,0.80,1079,130,43,54,26996,50323,592,919,1287,3854,1246,4169,12326,20611
236,2554,0.91,2300,135,59,65,25384,64451,637,1719,2586,8856,1430,6663,21876,40904
237,2573,0.97,4007,130,56,58,29118,60804,8805,31059,634,1063,512,1065,21024,38801
238,1581,0.66,5310,131,43,65,21170,34593,4632,9606,496,746,479,1189,22972,31358
239,3265,1.12,180,138,82,73,19633,64763,3701,21780,503,849,263,539,29839,48673
240,676,1.12,765,122,38,34,11411,23468,7483,22650,773,1920,1120,2486,7425,14010
241,628,1.04,2599,123,29,28,29197,42552,4634,9464,654,920,484,832,21800,29871
242,1759,1.33,829,129,52,39,13697,24512,555,4940,1408,13513,2594,5354,16390,34427
243,1561,1.20,1493,128,54,45,22327,58342,313,791,1943,12346,695,1442,16998,35778
244,4901,0.86,2823,153,79,92,13366,47109,5998,32700,519,1023,365,745,14542,25816
245,1055,1.31,4826,129,46,35,19051,37331,943,2008,427,1830,931,2295,11717,18656
246,2159,1.13,294,135,59,52,20761,64808,4337,15848,601,2241,278,597,19352,34102
247,1373,1.34,1211,131,55,41,23070,51593,499,908,2434,7395,776,1779,13242,24292
248,432,0.69,2629,132,22,32,22226,30540,2918,7293,447,700,448,874,25129,29747
249,4124,0.86,3384,151,71,83,40158,64499,6636,33220,659,2282,487,1065,20583,38102
250,1802,0.77,131,141,44,57,15989,30510,4038,23416,599,1107,294,605,19556,36440
251,1261,0.75,589,135,42,56,11666,30660,3508,21671,710,1750,317,621,11178,19315
252,3544,1.62,1633,143,107,66,12131,34808,186,673,465,4022,351,1023,10975,17727
253,891,0.89,1797,133,34,38,18315,40070,445,935,2189,6255,1420,5503,15931,27582
254,8414,0.67,2540,171,90,134,33228,64465,9065,39494,505,1358,457,1102,21403,41892
255,2658,0.71,5359,145,54,76,19179,39428,7942,21908,455,792,374,738,11713,18999
256,2420,1.11,954,133,61,55,32786,56795,688,1014,3245,8742,851,1860,13574,26944
257,1969,0.90,2771,141,46,51,16440,37481,5917,18050,499,838,394,1347,17078,28844
258,537,1.41,4675,134,31,22,20255,38981,1525,3600,466,1108,2502,9120,16073,27079
259,558,1.04,5289,136,28,27,21618,29928,4624,8388,512,802,434,685,17346,25986
260,833,1.15,1778,135,38,33,19158,37514,426,651,2534,5851,613,1219,15921,30631
261,3441,1.24,3300,152,77,62,31195,64503,4084,19185,630,3019,504,1205,36391,53520
262,2578,0.77,510,164,57,74,6883,17703,1095,4520,576,992,214,549,11188,16072
263,2482,0.88,2078,144,58,66,24784,57666,517,1027,1394,3674,1589,4788,14165,32977
264,2793,0.92,3429,140,54,59,35754,64507,10504,36022,641,1526,469,834,15156,22280
265,1189,1.42,3846,145,44,31,19835,59055,5202,17010,600,1008,460,1944,19769,28551
266,990,0.84,1256,140,37,44,33765,63107,548,958,2850,7706,477,1027,19374,37039
267,936,1.03,799,144,35,34,15372,34306,617,1768,1779,2926,3815,5888,13612,19846
268,1739,1.27,2265,148,61,48,26791,64425,618,1075,4228,13589,3894,13040,18953,34086
269,7825,0.82,2468,172,87,106,35043,64473,8357,49476,590,12271,483,1481,22374,41216
270,2029,1.15,4519,153,62,54,29557,60166,4006,14028,1228,4041,595,1002,19767,42935
271,2554,0.87,4127,161,60,69,18889,45847,6962,28457,696,6334,524,1773,20302,39789
272,3601,1.21,4459,169,70,58,28476,64525,6013,16250,482,3429,495,1054,26423,49826
273,1770,1.04,5160,153,53,51,22576,45772,8063,15908,490,790,475,759,18566,29227
274,2084,1.15,2133,151,55,48,32727,55690,567,1029,1594,3851,659,1600,14000,33866
275,1343,1.10,2605,155,46,42,23217,61493,3258,9302,583,1015,387,731,20177,29550
276,2437,1.25,3600,154,66,53,33311,64538,3332,12517,609,1107,459,852,23576,37673
277,3879,0.86,5070,165,69,80,14857,48166,5062,38550,512,1110,398,756,15987,26284
278,1072,1.00,1239,148,41,41,36001,53836,631,987,3749,7900,487,1740,15637,37541
279,962,1.20,4370,161,49,41,26347,64328,5346,18218,563,898,622,1081,22767,32980
280,1018,0.77,52,163,40,52,19050,38989,6978,18423,523,773,254,697,20013,30155
281,1082,0.69,219,155,33,48,30145,64733,9158,28472,513,790,248,482,15662,26709
282,621,0.80,484,157,28,35,7352,15884,2071,6986,509,785,190,356,10725,14113
283,2592,1.12,1321,156,66,59,34806,64538,627,1111,654,1770,454,768,12633,34486
284,2335,1.08,4913,163,65,60,20348,64610,14083,48550,470,1154,424,842,17798,28168
285,1262,0.83,5297,161,40,48,28154,52051,6698,13873,612,1089,475,726,14692,23967
286,466,1.04,156,154,27,26,18294,28418,2378,4922,518,809,263,490,19679,28010
287,8055,0.93,2331,200,118,127,35302,64490,5011,23683,883,2811,705,6255,30017,52909
288,2079,0.88,3639,167,56,64,28312,64459,3176,9669,579,1008,446,758,23140,34018
289,3445,0.65,5129,170,56,86,20554,51189,4549,21288,428,795,420,760,16696,27734
290,1044,0.91,902,157,41,45,23006,47965,532,848,1489,2941,488,1203,9514,12971
291,1613,1.26,1560,161,53,42,16598,31875,94,343,352,1114,508,1072,18849,31554
292,3226,0.73,3745,171,59,81,25210,64535,5737,18947,540,1950,557,1299,16994,29805
293,1428,1.74,1713,163,61,35,20985,42710,466,921,2990,8852,951,2160,18477,33714
294,1986,2.00,2021,162,72,36,27703,60955,573,1011,1150,4566,669,2701,13378,29206
295,897,0.47,3350,160,25,53,51616,64497,7179,15668,586,1056,500,1009,24863,33020
296,5706,1.28,4317,180,102,80,14761,42191,3667,20576,602,9327,455,1149,21183,35515
297,3789,1.06,5002,178,71,67,18398,53917,7079,64217,496,932,451,961,14986,25013
298,795,0.62,5335,159,26,42,23556,33440,8417,16184,497,814,455,684,14993,21426
299,1346,0.93,829,170,39,42,12913,33344,409,750,1547,3426,2643,5106,19260,31967
300,3692,1.01,4175,177,74,73,29323,64627,6887,27558,615,1058,558,1205,22845,41519
301,3979,0.77,4552,188,72,93,26915,61721,5485,44457,578,3224,540,1226,28334,47996
302,884,0.69,4874,166,31,45,13032,27723,5705,21616,866,12691,437,1376,13942,26503
303,1076,0.95,1436,165,41,43,23961,64446,393,1167,1472,4990,454,1015,13884,36937
304,6402,0.85,2642,192,95,112,21636,54147,4589,38335,440,1017,349,974,28476,40819
305,836,1.47,2885,163,44,30,24821,45811,9699,54005,537,877,439,821,16080,25390
306,1549,0.82,3040,164,46,56,42072,64504,8698,32173,689,1082,474,839,15619,29221
307,1811,1.53,693,169,61,40,16915,37929,3075,26056,1398,4874,1368,2198,14872,28167
